Driver,Team,LapNumber,LapTime,Compound,TyreLife,Race,EventName,Session,TrackTemp,AirTemp,Humidity,IsPersonalBest,Deleted,DeletedReason,FastF1Generated,IsAccurate
VER,Red Bull Racing,2,92.52255483592322,HARD,2,Bahrain,Bahrain Grand Prix,Race,42.216410510714184,29.286283776642293,62.704635956872266,False,False,,True,True
VER,Red Bull Racing,3,93.27568991005768,HARD,3,Bahrain,Bahrain Grand Prix,Race,49.778519855569336,27.82963421234117,46.09564247057339,False,False,,True,True
VER,Red Bull Racing,4,92.7371420294562,HARD,4,Bahrain,Bahrain Grand Prix,Race,42.03648588521447,29.96570088554128,57.56997445585831,False,False,,True,True
VER,Red Bull Racing,5,92.59827008583156,HARD,5,Bahrain,Bahrain Grand Prix,Race,42.820492654547834,30.63264266035426,58.51662354974059,False,False,,True,True
VER,Red Bull Racing,6,92.98972892320256,HARD,6,Bahrain,Bahrain Grand Prix,Race,46.91460855028632,32.87929220382658,57.3604306382437,False,False,,True,True
VER,Red Bull Racing,7,92.81179544042585,HARD,7,Bahrain,Bahrain Grand Prix,Race,40.4212247943322,28.748828374629134,30.592959852249155,False,False,,True,True
VER,Red Bull Racing,9,92.7941515956382,HARD,1,Bahrain,Bahrain Grand Prix,Race,48.78862067860604,26.85767885617869,55.583909435385074,False,False,,True,True
VER,Red Bull Racing,10,92.4887948297143,HARD,2,Bahrain,Bahrain Grand Prix,Race,40.816223649790146,27.377608934401238,56.000615432670315,False,False,,True,True
VER,Red Bull Racing,11,93.3572403102363,HARD,3,Bahrain,Bahrain Grand Prix,Race,43.090500035868935,23.870079303997827,72.02484719454922,False,False,,True,True
VER,Red Bull Racing,12,93.04976755020569,HARD,4,Bahrain,Bahrain Grand Prix,Race,39.217438982970684,29.39578620963793,63.35206423329517,False,False,,True,True
VER,Red Bull Racing,13,92.87976502269994,HARD,5,Bahrain,Bahrain Grand Prix,Race,46.629109601989214,26.103231495222637,60.03789332222407,False,False,,True,True
VER,Red Bull Racing,14,92.76172914408376,HARD,6,Bahrain,Bahrain Grand Prix,Race,31.77302927152986,28.58879791619833,38.24050685452338,False,False,,True,True
VER,Red Bull Racing,15,93.07569883269154,HARD,7,Bahrain,Bahrain Grand Prix,Race,39.34589928282384,20.640987373238897,37.30708839143687,False,False,,True,True
VER,Red Bull Racing,16,92.87770466834228,HARD,8,Bahrain,Bahrain Grand Prix,Race,45.932539061200345,23.7620895510688,44.276117452577196,False,False,,True,True
VER,Red Bull Racing,17,92.89738622242272,HARD,9,Bahrain,Bahrain Grand Prix,Race,49.86113878985316,24.369753457786338,58.791752625178944,False,False,,True,True
VER,Red Bull Racing,18,92.56426187420418,HARD,10,Bahrain,Bahrain Grand Prix,Race,46.57944368352267,30.26737624316783,60.24206610722506,False,False,,True,True
VER,Red Bull Racing,19,93.12387955613754,HARD,11,Bahrain,Bahrain Grand Prix,Race,49.63871200264421,33.540795447850364,56.08618419059086,False,False,,True,True
VER,Red Bull Racing,20,93.30797827713941,HARD,12,Bahrain,Bahrain Grand Prix,Race,40.279504549567086,27.383974768835575,53.84996826959933,False,False,,True,True
VER,Red Bull Racing,21,92.74244310816196,HARD,13,Bahrain,Bahrain Grand Prix,Race,33.1967056639294,30.60789508543495,45.700658460973415,False,False,,True,True
VER,Red Bull Racing,22,92.8838341985434,HARD,14,Bahrain,Bahrain Grand Prix,Race,52.922926323853474,29.716255226418433,72.40211454735028,False,False,,True,True
VER,Red Bull Racing,23,93.00110620681924,HARD,15,Bahrain,Bahrain Grand Prix,Race,47.77746363648855,27.27798532749925,46.51303701223478,False,False,,True,True
VER,Red Bull Racing,24,93.10035859082706,HARD,16,Bahrain,Bahrain Grand Prix,Race,42.82049395084755,29.93356589873117,49.29530982011781,False,False,,True,True
VER,Red Bull Racing,25,92.96792334946288,HARD,17,Bahrain,Bahrain Grand Prix,Race,44.523587473497116,31.230895075136978,50.75651358774263,False,False,,True,True
VER,Red Bull Racing,26,93.25339802391852,HARD,18,Bahrain,Bahrain Grand Prix,Race,40.475741297997,28.80957277500882,48.12399372411211,False,False,,True,True
VER,Red Bull Racing,27,93.25214916444794,HARD,19,Bahrain,Bahrain Grand Prix,Race,40.9066825223224,25.849801768533496,42.4369756650476,False,False,,True,True
VER,Red Bull Racing,28,93.06260812289719,HARD,20,Bahrain,Bahrain Grand Prix,Race,47.95524352424675,29.44938755107239,53.55762040062945,False,False,,True,True
VER,Red Bull Racing,29,92.92289177369253,HARD,21,Bahrain,Bahrain Grand Prix,Race,43.60660041146052,27.278411431194392,57.526104274219996,False,False,,True,True
VER,Red Bull Racing,30,93.10477056209464,HARD,22,Bahrain,Bahrain Grand Prix,Race,53.698595372921744,28.11890819524445,58.6080096846521,False,False,,True,True
VER,Red Bull Racing,31,93.09529116128105,HARD,23,Bahrain,Bahrain Grand Prix,Race,43.36633220017335,29.062223503041835,50.79339406051582,False,False,,True,True
VER,Red Bull Racing,32,93.08235654974253,HARD,24,Bahrain,Bahrain Grand Prix,Race,50.79634269238852,26.543921715122565,58.87343935753067,False,False,,True,True
VER,Red Bull Racing,33,92.61073017950275,HARD,25,Bahrain,Bahrain Grand Prix,Race,44.073280446715586,26.52364381092545,56.202604343023104,False,False,,True,True
VER,Red Bull Racing,34,93.07275264473361,HARD,26,Bahrain,Bahrain Grand Prix,Race,45.707588875371904,26.864001141916148,58.86334699115845,False,False,,True,True
VER,Red Bull Racing,35,92.79007159970261,HARD,27,Bahrain,Bahrain Grand Prix,Race,45.55706148040215,25.188762250550276,66.67866543274067,False,False,,True,True
VER,Red Bull Racing,36,92.955357202824,HARD,28,Bahrain,Bahrain Grand Prix,Race,49.97610342010022,27.965402076415803,36.71237176844706,False,False,,True,True
VER,Red Bull Racing,17,92.75897611960775,HARD,1,Bahrain,Bahrain Grand Prix,Race,45.23239334602394,32.89334529236675,47.66997080887634,False,False,,True,True
VER,Red Bull Racing,18,92.92896843882112,HARD,2,Bahrain,Bahrain Grand Prix,Race,41.8327327905815,31.588892631529415,72.86755448830323,False,False,,True,True
VER,Red Bull Racing,19,92.752418560425,HARD,3,Bahrain,Bahrain Grand Prix,Race,34.02954800119376,25.93558881354523,79.32636324021755,False,False,,True,True
VER,Red Bull Racing,20,92.69957716136206,HARD,4,Bahrain,Bahrain Grand Prix,Race,53.8551057519903,26.18114202961226,48.69000644106032,False,False,,True,True
VER,Red Bull Racing,21,92.98683751540017,HARD,5,Bahrain,Bahrain Grand Prix,Race,48.29670497534556,30.556522543965716,55.04910558563554,False,False,,True,True
VER,Red Bull Racing,22,93.0508720196029,HARD,6,Bahrain,Bahrain Grand Prix,Race,49.807500471519845,31.447084188994882,48.764409447008596,False,False,,True,True
VER,Red Bull Racing,23,93.06372584055578,HARD,7,Bahrain,Bahrain Grand Prix,Race,42.39331928766424,27.528696310031474,53.223729623767014,False,False,,True,True
VER,Red Bull Racing,24,92.67037921781045,HARD,8,Bahrain,Bahrain Grand Prix,Race,36.32241194820137,31.671172127514165,47.97750457636857,False,False,,True,True
VER,Red Bull Racing,25,92.82905205508497,HARD,9,Bahrain,Bahrain Grand Prix,Race,41.346416099506754,27.230036389893105,49.940970596076355,False,False,,True,True
VER,Red Bull Racing,26,93.15181677388848,HARD,10,Bahrain,Bahrain Grand Prix,Race,42.04747925701618,33.14366244328303,66.39271399197102,False,False,,True,True
VER,Red Bull Racing,27,92.81411060170112,HARD,11,Bahrain,Bahrain Grand Prix,Race,46.59905817398089,29.558038988791402,63.416072037583916,False,False,,True,True
VER,Red Bull Racing,28,93.11009340154428,HARD,12,Bahrain,Bahrain Grand Prix,Race,45.93316328256369,25.13673070107427,61.4088832451362,False,False,,True,True
VER,Red Bull Racing,29,92.88769872490849,HARD,13,Bahrain,Bahrain Grand Prix,Race,31.05397503993065,29.170835431178638,47.65889948761259,False,False,,True,True
VER,Red Bull Racing,30,92.85632238462925,HARD,14,Bahrain,Bahrain Grand Prix,Race,45.03010567908346,23.339058869890177,56.39041477113386,False,False,,True,True
VER,Red Bull Racing,31,92.89765851114514,HARD,15,Bahrain,Bahrain Grand Prix,Race,40.613900070565535,28.1387254750546,38.09803782367199,False,False,,True,True
VER,Red Bull Racing,32,92.98912535567807,HARD,16,Bahrain,Bahrain Grand Prix,Race,47.352994567516795,28.915745978852712,62.88884207548642,False,False,,True,True
VER,Red Bull Racing,33,93.22007047651041,HARD,17,Bahrain,Bahrain Grand Prix,Race,44.59326136482126,31.28634845352685,54.14914834348979,False,False,,True,True
VER,Red Bull Racing,34,92.86010782529014,HARD,18,Bahrain,Bahrain Grand Prix,Race,43.036246908014604,28.800932769614978,65.85177848172317,False,False,,True,True
VER,Red Bull Racing,35,93.01329257096275,HARD,19,Bahrain,Bahrain Grand Prix,Race,41.631715641984044,32.33278014046114,40.65183488653345,False,False,,True,True
VER,Red Bull Racing,36,92.89255892310473,HARD,20,Bahrain,Bahrain Grand Prix,Race,49.463921891134945,33.29937173961269,59.80681264220395,False,False,,True,True
VER,Red Bull Racing,37,93.08897751163276,HARD,21,Bahrain,Bahrain Grand Prix,Race,43.545674149046626,29.644213474147783,56.29367671010812,False,False,,True,True
VER,Red Bull Racing,38,92.90109372919709,HARD,22,Bahrain,Bahrain Grand Prix,Race,43.45503115814756,25.39766200995821,55.13615614380827,False,False,,True,True
VER,Red Bull Racing,39,93.09736789460852,HARD,23,Bahrain,Bahrain Grand Prix,Race,53.17191599323882,26.207808622928134,53.192232451965126,False,False,,True,True
VER,Red Bull Racing,40,93.32983626430264,HARD,24,Bahrain,Bahrain Grand Prix,Race,54.025446752289454,29.424132932195995,52.46436828551798,False,False,,True,True
VER,Red Bull Racing,41,92.9963964665458,HARD,25,Bahrain,Bahrain Grand Prix,Race,35.78466592569857,25.21669510271289,56.01562423503608,False,False,,True,True
VER,Red Bull Racing,25,92.73829674578168,HARD,1,Bahrain,Bahrain Grand Prix,Race,40.97094854157367,21.638983776307832,67.48376364198185,False,False,,True,True
VER,Red Bull Racing,26,92.86231167385719,HARD,2,Bahrain,Bahrain Grand Prix,Race,38.284008901615366,30.15313138164394,67.68135492990243,False,False,,True,True
VER,Red Bull Racing,27,92.94453348934323,HARD,3,Bahrain,Bahrain Grand Prix,Race,40.54180910583535,25.804024322392607,49.52123985152552,False,False,,True,True
VER,Red Bull Racing,28,92.97421696124076,HARD,4,Bahrain,Bahrain Grand Prix,Race,47.39479929584005,36.370874864644556,38.59114938282117,False,False,,True,True
VER,Red Bull Racing,29,92.80448033268627,HARD,5,Bahrain,Bahrain Grand Prix,Race,35.361223703284004,29.78994371420354,65.66894618647257,False,False,,True,True
VER,Red Bull Racing,30,93.11642122335363,HARD,6,Bahrain,Bahrain Grand Prix,Race,45.94261046432395,22.26007188721681,54.49851429193752,False,False,,True,True
VER,Red Bull Racing,31,92.92835797880488,HARD,7,Bahrain,Bahrain Grand Prix,Race,39.97426872657927,27.205064009432675,42.22950365403953,False,False,,True,True
VER,Red Bull Racing,32,92.73145909412843,HARD,8,Bahrain,Bahrain Grand Prix,Race,49.56233284701656,30.040488840373875,41.04780490563559,False,False,,True,True
VER,Red Bull Racing,33,92.74460053107445,HARD,1,Bahrain,Bahrain Grand Prix,Race,40.109884882387156,23.50830281654748,62.2651162233606,False,False,,True,True
VER,Red Bull Racing,34,92.89874122250724,HARD,2,Bahrain,Bahrain Grand Prix,Race,52.92247187578529,25.629948709554377,61.928152103009225,False,False,,True,True
VER,Red Bull Racing,35,92.71625865432705,HARD,3,Bahrain,Bahrain Grand Prix,Race,50.95237492596741,31.065888330034426,57.11209399224457,False,False,,True,True
VER,Red Bull Racing,36,92.7180939686668,HARD,4,Bahrain,Bahrain Grand Prix,Race,49.80466089304131,29.940713569769695,48.15559597913818,False,False,,True,True
VER,Red Bull Racing,37,92.53344026530412,HARD,5,Bahrain,Bahrain Grand Prix,Race,43.557335496591016,32.546241446044625,66.46487158733038,False,False,,True,True
VER,Red Bull Racing,38,92.58953450606589,HARD,6,Bahrain,Bahrain Grand Prix,Race,39.1612129205004,31.824051549038458,43.64364095242171,False,False,,True,True
VER,Red Bull Racing,39,92.9268590647284,HARD,7,Bahrain,Bahrain Grand Prix,Race,41.91964392331838,32.85113477356505,47.295752008621214,False,False,,True,True
VER,Red Bull Racing,40,93.06667230604117,HARD,8,Bahrain,Bahrain Grand Prix,Race,45.924293270301824,28.75658456270286,35.296914186485985,False,False,,True,True
VER,Red Bull Racing,41,92.41041732935885,HARD,9,Bahrain,Bahrain Grand Prix,Race,43.89717029866343,28.740718190249837,43.74802172262277,False,False,,True,True
VER,Red Bull Racing,42,92.64626131790473,HARD,10,Bahrain,Bahrain Grand Prix,Race,47.807363149130666,29.688563441371393,53.62258939612073,False,False,,True,True
VER,Red Bull Racing,43,93.03304034423722,HARD,11,Bahrain,Bahrain Grand Prix,Race,39.128988521399265,26.932195248739088,71.47877605783674,False,False,,True,True
VER,Red Bull Racing,44,92.90366442598797,HARD,12,Bahrain,Bahrain Grand Prix,Race,45.631562572935,34.91783975790322,41.006578341512295,False,False,,True,True
VER,Red Bull Racing,45,93.06228607332841,HARD,13,Bahrain,Bahrain Grand Prix,Race,53.3199313990405,27.02542622050436,63.59630786854846,False,False,,True,True
VER,Red Bull Racing,46,92.71959610055782,HARD,14,Bahrain,Bahrain Grand Prix,Race,41.566338022163244,29.154899248142904,62.9856667311059,False,False,,True,True
VER,Red Bull Racing,47,93.15318730248124,HARD,15,Bahrain,Bahrain Grand Prix,Race,52.848142934697464,27.797660324334455,66.93611755172587,False,False,,True,True
VER,Red Bull Racing,48,92.87353903131016,HARD,16,Bahrain,Bahrain Grand Prix,Race,49.51045655794134,28.622466393556547,59.45677907081924,False,False,,True,True
VER,Red Bull Racing,41,92.77243206416247,HARD,1,Bahrain,Bahrain Grand Prix,Race,49.59376880018335,28.277250393397143,63.29398864004722,False,False,,True,True
VER,Red Bull Racing,42,92.43733913686772,HARD,2,Bahrain,Bahrain Grand Prix,Race,45.16472398687543,24.619193911604917,56.404271956117846,False,False,,True,True
VER,Red Bull Racing,43,92.83383854200201,HARD,3,Bahrain,Bahrain Grand Prix,Race,49.03748806522927,29.469729779216745,51.6314703522286,False,False,,True,True
VER,Red Bull Racing,44,92.61928090232783,HARD,4,Bahrain,Bahrain Grand Prix,Race,33.28738250129169,28.206557733551655,66.37861714309034,False,False,,True,True
VER,Red Bull Racing,45,92.80467869332963,HARD,5,Bahrain,Bahrain Grand Prix,Race,44.57624154385894,28.429171865648232,51.12290600056903,False,False,,True,True
VER,Red Bull Racing,46,92.83499357716812,HARD,6,Bahrain,Bahrain Grand Prix,Race,42.975181693437044,25.303355802935258,54.24701405358085,False,False,,True,True
VER,Red Bull Racing,47,92.78957941187707,HARD,7,Bahrain,Bahrain Grand Prix,Race,54.375850435631435,25.582930020993665,53.405582959819974,False,False,,True,True
VER,Red Bull Racing,49,92.74297868469407,HARD,1,Bahrain,Bahrain Grand Prix,Race,47.86988350415839,28.737831156495513,53.577195032072225,False,False,,True,True
VER,Red Bull Racing,50,92.8062160699333,HARD,2,Bahrain,Bahrain Grand Prix,Race,52.233157049008646,29.418246920427087,57.17971120038659,False,False,,True,True
VER,Red Bull Racing,51,92.5655098837661,HARD,3,Bahrain,Bahrain Grand Prix,Race,52.079375746323045,23.778854407003163,37.939369194018994,False,False,,True,True
VER,Red Bull Racing,52,92.82829213766351,HARD,4,Bahrain,Bahrain Grand Prix,Race,40.59619904442639,31.267297008542332,38.16294374634017,False,False,,True,True
VER,Red Bull Racing,53,92.95936129450212,HARD,5,Bahrain,Bahrain Grand Prix,Race,49.104909673689505,28.354047892323717,34.00428357419691,False,False,,True,True
VER,Red Bull Racing,54,92.43533937593615,HARD,6,Bahrain,Bahrain Grand Prix,Race,46.19967638862463,27.30162399884366,62.27330284903004,False,False,,True,True
VER,Red Bull Racing,55,92.77935674165376,HARD,7,Bahrain,Bahrain Grand Prix,Race,44.224096838738326,20.7210472796238,63.22432311772618,False,False,,True,True
VER,Red Bull Racing,56,92.67617076304822,HARD,8,Bahrain,Bahrain Grand Prix,Race,43.008970381403884,24.79066287067255,39.59588936049652,False,False,,True,True
VER,Red Bull Racing,57,93.11342756563303,HARD,9,Bahrain,Bahrain Grand Prix,Race,48.97743847477444,30.435986726062396,52.834893819006325,False,False,,True,True
PER,Red Bull Racing,1,93.23914031233925,HARD,1,Bahrain,Bahrain Grand Prix,Race,43.23352432459888,31.30809017887026,63.60705172594434,False,False,,True,True
PER,Red Bull Racing,2,93.16090416339588,HARD,2,Bahrain,Bahrain Grand Prix,Race,53.58996527837613,28.555954426698623,40.398749248611786,False,False,,True,True
PER,Red Bull Racing,3,93.23700374750271,HARD,3,Bahrain,Bahrain Grand Prix,Race,47.58720328863143,27.600325742355178,50.88516954757038,False,False,,True,True
PER,Red Bull Racing,4,93.58287226324599,HARD,4,Bahrain,Bahrain Grand Prix,Race,39.07068770642336,19.708858524670152,71.19054030929844,False,False,,True,True
PER,Red Bull Racing,5,92.99779052078206,HARD,5,Bahrain,Bahrain Grand Prix,Race,43.56690980750893,26.867703534813252,67.3174849069852,False,False,,True,True
PER,Red Bull Racing,6,93.54297127592537,HARD,6,Bahrain,Bahrain Grand Prix,Race,38.53812272947404,32.0707288845562,68.38410316216182,False,False,,True,True
PER,Red Bull Racing,9,93.4064489095462,HARD,1,Bahrain,Bahrain Grand Prix,Race,44.142521998058804,25.79598671896942,64.55935822330763,False,False,,True,True
PER,Red Bull Racing,10,93.42470982051631,HARD,2,Bahrain,Bahrain Grand Prix,Race,39.17668325743803,24.38825905310086,57.252566819836,False,False,,True,True
PER,Red Bull Racing,11,93.32687212668577,HARD,3,Bahrain,Bahrain Grand Prix,Race,43.50465457384973,30.037881459947048,47.89863393162618,False,False,,True,True
PER,Red Bull Racing,12,92.79106128018525,HARD,4,Bahrain,Bahrain Grand Prix,Race,42.88049463833702,28.189696439539304,52.241600401035434,False,False,,True,True
PER,Red Bull Racing,13,92.9952793472681,HARD,5,Bahrain,Bahrain Grand Prix,Race,35.921755120605916,26.457733586896307,63.97655771649744,False,False,,True,True
PER,Red Bull Racing,14,93.49123948788274,HARD,6,Bahrain,Bahrain Grand Prix,Race,50.938566920692274,25.552271394554342,43.46293676369636,False,False,,True,True
PER,Red Bull Racing,15,93.35232692299599,HARD,7,Bahrain,Bahrain Grand Prix,Race,48.17550005798962,29.20050881560149,34.85936725762237,False,False,,True,True
PER,Red Bull Racing,16,93.0926230830233,HARD,8,Bahrain,Bahrain Grand Prix,Race,44.85155604857011,29.46165458389128,62.673073626024866,False,False,,True,True
PER,Red Bull Racing,17,93.3078507044564,HARD,9,Bahrain,Bahrain Grand Prix,Race,46.653919032691185,28.254596375083313,61.85619374218483,False,False,,True,True
PER,Red Bull Racing,18,93.35457313029818,HARD,10,Bahrain,Bahrain Grand Prix,Race,45.328688300236436,27.194893602587857,55.81291425042481,False,False,,True,True
PER,Red Bull Racing,19,93.40191827576784,HARD,11,Bahrain,Bahrain Grand Prix,Race,46.33737694449031,29.14247925503576,68.42721861351185,False,False,,True,True
PER,Red Bull Racing,20,93.37103278454931,HARD,12,Bahrain,Bahrain Grand Prix,Race,41.75500739763421,30.650820357982507,41.33801662331082,False,False,,True,True
PER,Red Bull Racing,21,93.11471732385213,HARD,13,Bahrain,Bahrain Grand Prix,Race,46.67923632360034,29.549190003359737,42.54948776496005,False,False,,True,True
PER,Red Bull Racing,22,93.26743650380263,HARD,14,Bahrain,Bahrain Grand Prix,Race,41.969580838901706,26.53997103135521,64.43597776272946,False,False,,True,True
PER,Red Bull Racing,23,93.49830109270944,HARD,15,Bahrain,Bahrain Grand Prix,Race,44.904389100731464,26.362114218655215,41.503503297798595,False,False,,True,True
PER,Red Bull Racing,24,93.65403698775638,HARD,16,Bahrain,Bahrain Grand Prix,Race,47.960569501424594,25.87999268778058,62.19599497624891,False,False,,True,True
PER,Red Bull Racing,17,93.0562267156939,HARD,1,Bahrain,Bahrain Grand Prix,Race,49.17433324447974,30.155107923682245,53.79263257267052,False,False,,True,True
PER,Red Bull Racing,18,93.05722438819825,HARD,2,Bahrain,Bahrain Grand Prix,Race,36.567020201466086,27.953762414175213,45.45431885221166,False,False,,True,True
PER,Red Bull Racing,19,92.96929973208437,HARD,3,Bahrain,Bahrain Grand Prix,Race,49.63134382061293,30.465759385140352,50.114058419005,False,False,,True,True
PER,Red Bull Racing,20,92.88419114373846,HARD,4,Bahrain,Bahrain Grand Prix,Race,40.87094209878147,30.979761883981578,59.677186169762415,False,False,,True,True
PER,Red Bull Racing,21,93.11663904051552,HARD,5,Bahrain,Bahrain Grand Prix,Race,45.293765884384534,21.77553424612954,33.494756129652174,False,False,,True,True
PER,Red Bull Racing,22,93.6194253041042,HARD,6,Bahrain,Bahrain Grand Prix,Race,47.53263109169828,28.004986192777764,51.03043815991738,False,False,,True,True
PER,Red Bull Racing,23,92.8846332020937,HARD,7,Bahrain,Bahrain Grand Prix,Race,49.96607063743045,24.58933371060881,62.04182645333483,False,False,,True,True
PER,Red Bull Racing,24,93.27640015310851,HARD,8,Bahrain,Bahrain Grand Prix,Race,44.73952767938256,24.09290104280619,42.10949995327395,False,False,,True,True
PER,Red Bull Racing,25,93.34098687726251,HARD,9,Bahrain,Bahrain Grand Prix,Race,45.39608412210009,28.141501219790136,57.86041592513688,False,False,,True,True
PER,Red Bull Racing,26,92.88865130197459,HARD,10,Bahrain,Bahrain Grand Prix,Race,50.075719199702434,26.93230077815693,66.69645022120437,False,False,,True,True
PER,Red Bull Racing,27,92.88733519904284,HARD,11,Bahrain,Bahrain Grand Prix,Race,47.845130027637154,29.678737893382785,40.13867326643343,False,False,,True,True
PER,Red Bull Racing,28,93.17414877647957,HARD,12,Bahrain,Bahrain Grand Prix,Race,39.70246802024901,30.58963786751576,58.08888482889243,False,False,,True,True
PER,Red Bull Racing,29,93.63476976518034,HARD,13,Bahrain,Bahrain Grand Prix,Race,46.01476967140983,30.196732560668675,66.72010741380507,False,False,,True,True
PER,Red Bull Racing,30,93.43888534530153,HARD,14,Bahrain,Bahrain Grand Prix,Race,43.079083985241105,26.289116664215392,54.202665724714635,False,False,,True,True
PER,Red Bull Racing,31,93.50031675796201,HARD,15,Bahrain,Bahrain Grand Prix,Race,41.169484690735246,29.956460578539094,58.226323183103055,False,False,,True,True
PER,Red Bull Racing,32,93.10333877536009,HARD,16,Bahrain,Bahrain Grand Prix,Race,48.017676295952135,28.425763038557058,49.49475788809707,False,False,,True,True
PER,Red Bull Racing,33,93.39248571454284,HARD,17,Bahrain,Bahrain Grand Prix,Race,42.441744883579645,28.74301619406933,53.32039630353447,False,False,,True,True
PER,Red Bull Racing,34,93.07401515359807,HARD,18,Bahrain,Bahrain Grand Prix,Race,44.30982189058879,26.67194831370757,61.35586354298795,False,False,,True,True
PER,Red Bull Racing,35,93.56895369918914,HARD,19,Bahrain,Bahrain Grand Prix,Race,42.45499119084745,25.631813570242745,38.198459522410396,False,False,,True,True
PER,Red Bull Racing,36,93.2431925753965,HARD,20,Bahrain,Bahrain Grand Prix,Race,43.383656128038645,23.982209991537356,63.931365923302195,False,False,,True,True
PER,Red Bull Racing,25,93.06973166457243,HARD,1,Bahrain,Bahrain Grand Prix,Race,45.883810516251316,28.067051664899097,45.1334097227589,False,False,,True,True
PER,Red Bull Racing,26,93.2813754127058,HARD,2,Bahrain,Bahrain Grand Prix,Race,44.756171740784424,25.034412976402297,77.40926556205793,False,False,,True,True
PER,Red Bull Racing,27,93.26428603334342,HARD,3,Bahrain,Bahrain Grand Prix,Race,44.233697233003475,32.24561358010547,73.41815609386607,False,False,,True,True
PER,Red Bull Racing,28,93.15293011553722,HARD,4,Bahrain,Bahrain Grand Prix,Race,46.736987432173805,25.035991545991177,53.528072492319886,False,False,,True,True
PER,Red Bull Racing,29,93.15518748924802,HARD,5,Bahrain,Bahrain Grand Prix,Race,45.92413516810827,28.998281435911032,60.5982844882806,False,False,,True,True
PER,Red Bull Racing,30,93.25552853125998,HARD,6,Bahrain,Bahrain Grand Prix,Race,38.94628686685418,25.184598682776745,49.53592380536327,False,False,,True,True
PER,Red Bull Racing,31,93.16455188161535,HARD,7,Bahrain,Bahrain Grand Prix,Race,50.25387145236057,24.51118303944126,51.425849518293,False,False,,True,True
PER,Red Bull Racing,32,93.42460189964281,HARD,8,Bahrain,Bahrain Grand Prix,Race,43.50061262751694,29.38124694952847,53.604579570720965,False,False,,True,True
PER,Red Bull Racing,33,93.29835665146494,HARD,9,Bahrain,Bahrain Grand Prix,Race,43.8576372809523,30.001196418185064,39.54943592593565,False,False,,True,True
PER,Red Bull Racing,34,93.1873375983223,HARD,10,Bahrain,Bahrain Grand Prix,Race,46.48286338347154,29.60108574401858,69.92952622753828,False,False,,True,True
PER,Red Bull Racing,35,93.19479506662688,HARD,11,Bahrain,Bahrain Grand Prix,Race,52.397408809304366,26.022928520020987,68.28646411544644,False,False,,True,True
PER,Red Bull Racing,36,93.44949342533968,HARD,12,Bahrain,Bahrain Grand Prix,Race,40.432707101838886,28.921117711755464,54.487641644678085,False,False,,True,True
PER,Red Bull Racing,37,93.424116918735,HARD,13,Bahrain,Bahrain Grand Prix,Race,43.883642057833455,27.078261323014807,68.69094582762851,False,False,,True,True
PER,Red Bull Racing,38,93.29225582110885,HARD,14,Bahrain,Bahrain Grand Prix,Race,49.13211162095883,27.3239455448674,71.66663259227523,False,False,,True,True
PER,Red Bull Racing,39,93.18933307413289,HARD,15,Bahrain,Bahrain Grand Prix,Race,41.92928234376408,32.57355154334771,50.55053609104747,False,False,,True,True
PER,Red Bull Racing,40,93.65821486123288,HARD,16,Bahrain,Bahrain Grand Prix,Race,49.459202897974066,27.5360508803175,36.86706527982842,False,False,,True,True
PER,Red Bull Racing,41,93.34713633914562,HARD,17,Bahrain,Bahrain Grand Prix,Race,45.508150267667126,31.501653199913118,70.88447176240112,False,False,,True,True
PER,Red Bull Racing,42,93.22700256417124,HARD,18,Bahrain,Bahrain Grand Prix,Race,49.00590881994091,30.296206468040047,65.73412702410445,False,False,,True,True
PER,Red Bull Racing,43,93.47673798242711,HARD,19,Bahrain,Bahrain Grand Prix,Race,35.28751154519115,27.53373270241672,43.44292425083085,False,False,,True,True
PER,Red Bull Racing,44,93.34947884541637,HARD,20,Bahrain,Bahrain Grand Prix,Race,49.90002118066947,28.915452507624916,66.48090866397433,False,False,,True,True
PER,Red Bull Racing,45,93.4713507841427,HARD,21,Bahrain,Bahrain Grand Prix,Race,38.50837030165549,20.437458980281797,56.4880876167959,False,False,,True,True
PER,Red Bull Racing,46,93.37321470672977,HARD,22,Bahrain,Bahrain Grand Prix,Race,40.11527130309059,22.898118251045865,47.65256786527291,False,False,,True,True
PER,Red Bull Racing,47,93.39010170302703,HARD,23,Bahrain,Bahrain Grand Prix,Race,48.32938911853195,28.56589324470394,71.0806724717273,False,False,,True,True
PER,Red Bull Racing,48,93.23487918879091,HARD,24,Bahrain,Bahrain Grand Prix,Race,49.405294460287166,28.141896229386184,61.946691241185846,False,False,,True,True
PER,Red Bull Racing,49,93.36769702734689,HARD,25,Bahrain,Bahrain Grand Prix,Race,50.35840186945295,28.88567427503573,48.2055501508225,False,False,,True,True
PER,Red Bull Racing,50,93.46559519421736,HARD,26,Bahrain,Bahrain Grand Prix,Race,43.802220705314504,29.46753505191338,43.202232506254916,False,False,,True,True
PER,Red Bull Racing,51,93.47512965957685,HARD,27,Bahrain,Bahrain Grand Prix,Race,46.97653626324666,28.0990699215791,68.46941244388996,False,False,,True,True
PER,Red Bull Racing,52,93.6488045548142,HARD,28,Bahrain,Bahrain Grand Prix,Race,44.96259601629627,28.65006729249302,57.95665551481999,False,False,,True,True
